id,activity,sector,use
965681,Retail,Retail,"to restock her store with basic commodities like canned goods, oil, and soy sauce."
768457,General Store,Retail,to restock her store with basic commodities
836467,Personal Housing Expenses,Housing,to purchase pipes and a boiler to repair the heating system in her house
874175,Personal Products Sales,Retail,to purchase additional Avon products to resell to her customers
956541,Fuel/Firewood,Retail,to purchase bundles of charcoal for resale
1074932,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.
978771,General Store,Retail,"to buy additional items to sell like beverages, condiments, junk foods, and other groceries"
692695,Fishing,Food,to purchase additional materials for her fishing business
1308237,Food,Food,"to purchase lettuce, tomatoes, scallions, and other items."
1029877,Agriculture,Agriculture,"to buy fertilizer and pesticides, and plowing."
1206740,Cereals,Food,to buy cereals to sell.
1258951,Hardware,Retail,"to buy products for his home tool store, earn a good income, and enhance his family living standards."
1320655,Food Production/Sales,Food,"to buy fufu, palm oil and cooking seasonings."
658931,Services,Services,To add float to her M-pesa business.
1174254,Shoe Sales,Retail,to buy shoes.
976899,Personal Housing Expenses,Housing,to build a toilet at their home to improve access to sanitation and clean water for their family.
776434,Charcoal Sales,Retail,to buy sacks of charcoal.
771309,Food Production/Sales,Food,"to buy bottled water, soft drinks, Frugos juices and canned drinks."
903357,Services,Services,to buy a small Zoona-branded trading booth and have the electronic funds needed to serve customers who need to access mobile money services in her community.
1136934,Farming,Agriculture,to buy natural fertilizer for her rice farm.
933649,Pigs,Agriculture,to buy additional feeds and rice barns for her pigs.
1188196,Fruits & Vegetables,Food,"to buy various kinds of fruit including papaya, pineapple, melon and watermelon."
1321279,Home Energy,Personal Use,to purchase a solar lamp.
1047619,Food Market,Food,"to buy more cassava, bananas and Irish potatoes to sell."
722406,Manufacturing,Manufacturing,"to pay for more fabric, needles, and other materials needed in her business."
849599,General Store,Retail,"to purchase more stock of items like canned goods, noodles, soft drinks and other groceries."
988925,Tailoring,Services,to buy a sewing machine for her tailoring services.
1040785,Clothing Sales,Clothing,reinvest into his clothing store by replacing the out of stock materials.
725571,Food Stall,Food,to buy more food to sell at her stall
1170966,Food Market,Food,to purchase chicha [a corn drink].
811959,Agriculture,Agriculture,to pay the cost of harvesting his crop of basic grains and transport them to his house. 
774288,Livestock,Agriculture,to buy cattle to graze
1150569,Higher education costs,Education,to buy books and school supplies to support his daughter’s schooling.
836830,General Store,Retail,"to buy drinks, eggs, and much more."
690251,Poultry,Agriculture,to buy more chicks and animal fodder
915474,Personal Housing Expenses,Housing,"to invest in cement, sand, metal and gravel to build the cement pillars for the water tank. "
724710,Food Production/Sales,Food,buy soumbala (seeds of the néré tree)
843445,Veterinary Sales,Agriculture,to buy more animal medicine
788876,Personal Housing Expenses,Housing,to buy supplies to start building her house
690990,Personal Housing Expenses,Housing,to purchase 30 sheets of laminate and a load of wood (planks) and the rest she will invest in the payment for manual labour.
901360,Services,Services,to buy new supplies for her manicure services.
659600,Services,Services,to buy computer accessories and spare parts.
691507,Food Stall,Food,to rent a good business room to attract more people. 
1197924,General Store,Retail,"to purchase rice, beans, oil, corn, and other products to sell in her store."
1236218,Crafts,Arts,to buy palm fiber.
1119102,General Store,Retail,"to buy rice, meat, grains, drinks, and other items."
729207,Weaving,Arts,To buy yarn with different patterns and colors to weave 
1118715,Used Shoes,Clothing,to purchase used shoes
996284,General Store,Retail,to buy additional stocks of groceries to sell.
984371,General Store,Retail,to purchase more groceries to sell
1044606,Clothing,Clothing,"To purchase garments to sell, such as: t-shirts, shirts, jeans, pants, and more."
1231120,Poultry,Agriculture,to buy 20 hens and 15 ducks.
663125,Food Production/Sales,Food,"to buy rolls, chicken, corn and cabbage, among other items, to prepare her chicken sandwiches."
1249010,Rickshaw,Transportation,to repair her husband's rickshaw.
1322946,Livestock,Agriculture,to buy 100 newborn chicks and four pigs to raise and fatten.
1317341,Farming,Agriculture,to buy agricultural supplies to plant corn.
1289234,Agriculture,Agriculture,to pay for the land rent where she plants and she will buy agricultural supplies so that she will get ahead with the earnings as she is a single mother.
686873,Sewing,Services,to buy a new sewing machine and renovate her workplace.
1071216,Pigs,Agriculture,"to purchase pigs, concentrated feed, and balanced feed."
679681,Embroidery,Arts,"to buy raw materials such as thread, sequins and pearls in large quantities."
784194,Retail,Retail,to purchase four containers of palm oil
1083155,Clothing,Clothing,"TO ADD MY STOCK, THEREFORE MY BUSINESS WILL GROW HENCE BETTER INCOME"
986218,Food Production/Sales,Food,"to buy vegetables, condiments, pans, and supplies for her food business"
1111263,Food Production/Sales,Food,"to buy flour, butter, cheese, ham, sausage, bread, butter, coffee, chocolate, sugar, milk and gas."
937648,Food Production/Sales,Food,"to buy a food cart, an assortment of soft drinks, utensils, tables, chairs and other supplies to prepare fast food."
1190849,Motorcycle Transport,Transportation,to service and maintain his motorcycle
950655,Pigs,Agriculture,"to buy feed, vitamins and other supplies to raise her livestock."
1323017,General Store,Retail,"to buy snacks, oils, lubricants, pre-paid cell phone minutes, etc."
1305239,Pigs,Agriculture,"to buy feed, vitamins, and other supplies to raise her livestock."
1055222,Food Production/Sales,Food,"to make some adjustments to her working place and to buy supplies like pork, chicken meat, and fish."
970559,Clothing Sales,Clothing,to buy clothes to start a business with her mother-in-law.
1195122,Personal Medical Expenses,Health,to pay for her treatment at the medical clinic.
742068,Sewing,Services,to buy a new sewing machine and air-conditioner.
693202,Retail,Retail,"to buy clothing, footwear and jewellery."
1147038,Cloth & Dressmaking Supplies,Retail,to purchase 10 lengths of 'pagne' cloth
655104,Retail,Retail,"to buy more stock to sell like canned goods, noodles, rice, soap and toiletries, biscuits and snack foods"
1284509,Fish Selling,Food,to buy more fish to sell and other supplies needed in her business
1323405,Education provider,Education,to construct classrooms and purchase furniture for the students.
1017159,Services,Services,to buy a car which will facilitate his two businesses and help him move easily to his clients.
1011856,Agriculture,Agriculture,to purchase hybrid seeds and fertilizer to improve maize harvests.
886637,Pigs,Agriculture,to buy feeds and other supplies to raise her pigs
1284943,Livestock,Agriculture,to buy some sheep for fattening.
1266788,Agriculture,Agriculture,"to buy chemicals, fertilizer, a new wheelbarrow, a tiller, a rake, new gum boots and a spade"
854412,Barber Shop,Services,to increase her husband's barber business
1240294,Livestock,Agriculture,to purchase more pigs and chickens
1089883,General Store,Retail,
932104,General Store,Retail,"to purchase more groceries to sell, such as canned goods, noodles, spices, milk, drinks, and bread."
750898,Cattle,Agriculture,to purchase a cow in order to start a husbandry business.
1307700,Poultry,Agriculture,to buy different breeds of poultry.
1035137,Retail,Retail,to buy an assortment of plush toys.
943518,Sewing,Services,to buy a sewing machine.
1319140,Pigs,Agriculture,to buy feed and other supplies to raise her pig.
1075527,Pigs,Agriculture,to buy more pigs and concentrated feed to fatten the animals.
1140918,Shoe Sales,Retail,to buy merchandise like men's and women's footwear.
722546,Used Clothing,Clothing,to pay for additional quality used clothes needed in her business.
1064555,Liquor Store / Off-License,Food,to buy more containers of coconut wine to sell.
839645,Farming,Agriculture,to buy one more cow and also animal fodder for all his farm cattle.
943146,General Store,Retail,to purchase more groceries to sell.
982371,General Store,Retail,buy additional products for her store
1320033,Pigs,Agriculture,"to buy feed, vitamins, and other supplies to raise her livestock."
1189779,Agriculture,Agriculture,to buy farm inputs to boost production. 
948607,Personal Housing Expenses,Housing,"to purchase plywood, nails, and sticks for her house."
1029666,Retail,Retail,to increase her stock.
1002954,Farming,Agriculture,"to purchase organic fertilizer and to buy more grocery goods, like canned and bottled products, to sell."
991558,Pigs,Agriculture,to purchase feeds and other supplies to raise her pigs
1111349,Retail,Retail,"to purchase clothing, fruit, cheese, and peanuts."
709042,Personal Housing Expenses,Housing,to purchase building materials and pay for construction labor.
1187592,Home Appliances,Personal Use,"to buy a water filter, to provide safe drinking water for their family."
759962,Farming,Agriculture,to buy fertilizer and seeds for her farmland
846158,Personal Products Sales,Retail,to purchase more stocks of ready-to-wear items to sell 
